M130005566,東京都台東区浅草１－１５－１　菊水ビル2F,
M130010371,東京都台東区浅草１－２２－３浅草大東ビル3F,03-5341-4555
M130001795,東京都台東区浅草１－３４－１０福井ビル3F,03-4405-4428
M130008942,東京都台東区浅草１－３４－１０福井ビル4F,03-4405-4428
M130011543,東京都台東区浅草１－３７－５ルミノール浅草雷門202,
M130011542,東京都台東区浅草１－３７－５ルミノール浅草雷門303,
M130011538,東京都台東区浅草１－３７－５ルミノール浅草雷門501,
M130011539,東京都台東区浅草１－３７－５ルミノール浅草雷門502,
M130011541,東京都台東区浅草１－３７－５ルミノール浅草雷門503,
M130003098,東京都台東区浅草２－１９－５イントラビル3F,047-712-1220
M130003103,東京都台東区浅草２－１９－５イントラビル4F,047-712-1220
M130003104,東京都台東区浅草２－１９－５イントラビル5F,047-712-1220
M130003105,東京都台東区浅草２－１９－５イントラビル6F,047-712-1220
M130003106,東京都台東区浅草２－１９－５イントラビル7F、8F,047-712-1220
M130002862,東京都台東区浅草３－４－９アコルデ浅草402,
M130002863,東京都台東区浅草３－４－９アコルデ浅草501,
M130002864,東京都台東区浅草３－４－９アコルデ浅草601,
M130008676,東京都台東区浅草３－５－４佐々木ビル2F、3F,
M130005772,東京都台東区浅草３－１８－１０　201,
M130000567,東京都台東区浅草３－２８－１０,
M130000838,東京都台東区浅草３－４０－１２,
M130009524,東京都台東区浅草４－１－１１ＡＫビル302,03-6273-9301
M130009453,東京都台東区浅草４－１－１１ＡＫビル303,
M130009018,東京都台東区浅草４－１－１１ＡＫビル501,03-6233-9770
M130009772,東京都台東区浅草４－１－１１ＡＫビル502,03-6233-9770
M130009024,東京都台東区浅草４－１－１１ＡＫビル503,03-6233-9770
M130004246,東京都台東区浅草４－１－１１ＡＫビル603,
M130000059,東京都台東区浅草４－８－３,
M130007770,東京都台東区浅草４－９－４,
M130010447,東京都台東区浅草４－１５－６早川ビル201,
M130004270,東京都台東区浅草４－２３－７　浅草三基ビル2F,
M130010142,東京都台東区浅草４－２８－１２松井ビル201,03-6661-7734
M130010143,東京都台東区浅草４－２８－１２松井ビル301,03-6661-7734
M130010617,東京都台東区浅草５－２－２,03-3346-1830
M130000244,東京都台東区浅草５－２０－３メゾン・ド・ヴァレー402,
M130006721,東京都台東区浅草５－２９－２　2F,
M130004586,東京都台東区浅草５－３９－９　1F、2F,
M130007255,東京都台東区浅草５－４６－９三浦商事ビル2F,
M130007256,東京都台東区浅草５－４６－９三浦商事ビル3F,
M130007257,東京都台東区浅草５－４６－９三浦商事ビル4F,
M130003149,東京都台東区浅草５－５８－３テラス浅草702,03-6804-4733
M130001559,東京都台東区浅草５―６３－３武藤ビル2F,03-6873-9851
M130001561,東京都台東区浅草５－６３－３武藤ビル3F,03-6873-9851
M130001565,東京都台東区浅草５－６３－３武藤ビル4F,03-6873-9851
M130003210,東京都台東区浅草６－８－１,
M130008910,東京都台東区浅草６－１３－１,
M130006973,東京都台東区浅草６－４０－７フェルクルールプレスト浅草601,03-5545-5737
M130006979,東京都台東区浅草６－４０－７フェルクルールプレスト浅草602,03-5545-5737
M130006981,東京都台東区浅草６－４０－７フェルクルールプレスト浅草701,03-5545-5737
M130006982,東京都台東区浅草６－４０－７フェルクルールプレスト浅草801,03-5545-5737
M130006983,東京都台東区浅草６－４０－７フェルクルールプレスト浅草802,03-5545-5737
M130010051,東京都台東区浅草７－９－３エミナス浅草305,03-5787-8138
M130010694,東京都台東区浅草７－９－３エミナス浅草402,
M130003177,東京都台東区浅草７－９－３エミナス浅草406,
M130008426,東京都台東区浅草橋１－３５－６コスモプラザビル3F,
M130009458,東京都台東区浅草橋３－１５－８シティハイムビル202,03-6721-0933
M130009461,東京都台東区浅草橋３－１５－８シティハイムビル501,03-6721-0933
M130009464,東京都台東区浅草橋３－１５－８シティハイムビル502,03-6721-0933
M130009466,東京都台東区浅草橋３－１５－８シティハイムビル601,03-6721-0933
M130007067,東京都台東区浅草橋４－１８－１０浅草橋ビル201,
M130007069,東京都台東区浅草橋４－１８－１０浅草橋ビル202,
M130007070,東京都台東区浅草橋４－１８－１０浅草橋ビル203,
M130007073,東京都台東区浅草橋４－１８－１０浅草橋ビル204,
M130007074,東京都台東区浅草橋４－１８－１０浅草橋ビル301,
M130007047,東京都台東区浅草橋４－１８－１０浅草橋ビル302,
M130007049,東京都台東区浅草橋４－１８－１０浅草橋ビル303,
M130007052,東京都台東区浅草橋４－１８－１０浅草橋ビル304,
M130007053,東京都台東区浅草橋４－１８－１０浅草橋ビル401,
M130007055,東京都台東区浅草橋４－１８－１０浅草橋ビル402,
M130004048,東京都台東区浅草橋５－２７－６　Ｒ－ｒｏｏｍｓ浅草橋103,
M130009314,東京都台東区浅草橋５－２７－６　Ｒ－ｒｏｏｍｓ浅草橋201,03-6273-8085
M130009315,東京都台東区浅草橋５－２７－６　Ｒ－ｒｏｏｍｓ浅草橋203,03-6273-8085
M130009316,東京都台東区浅草橋５－２７－６　Ｒ－ｒｏｏｍｓ浅草橋204,03-6273-8085
M130000565,東京都台東区池之端４－１６－２９タカミ千葉ビル101,
M130004172,東京都台東区今戸１－３－１３　浅草桜橋ハイツ1F,
M130006540,東京都台東区今戸１−２２−７　１階,03-6709-8933
M130006541,東京都台東区今戸１−２２−７　２階,03-6709-8933
M130005875,東京都台東区入谷１−１６−６　シャトー入谷201,
M130005871,東京都台東区入谷１−１６−６　シャトー入谷301,
M130000541,東京都台東区入谷１−１９−５,
M130000046,東京都台東区入谷１－２４－６,
M130008215,東京都台東区入谷２－６－７シェアハウスクレアアン上野2F,
M130010355,東京都台東区入谷２－６－９,03-6240-6500
M130008604,東京都台東区入谷２－１７－５バームハイツヤマダ402,
M130008607,東京都台東区入谷２－１７－５バームハイツヤマダ501,
M130008608,東京都台東区入谷２－１７－５バームハイツヤマダ601,
M130008609,東京都台東区入谷２－１７－５バームハイツヤマダ701,
M130010663,東京都台東区入谷２－２９－５リヴシティ上野入谷401,
M130010667,東京都台東区入谷２－２９－５リヴシティ上野入谷601,
M130003394,東京都台東区入谷２－２９－５リヴシティ上野入谷701,
M130002656,東京都台東区入谷２－２９－５リヴシティ上野入谷702,
M130002658,東京都台東区入谷２－２９－５リヴシティ上野入谷901,
M130010657,東京都台東区入谷２－２９－５リヴシティ上野入谷902,
M130008462,東京都台東区入谷２－２９－５リヴシティ上野入谷1001,
M130010673,東京都台東区入谷２－２９－５リヴシティ上野入谷1002,
M130006444,東京都台東区上野３－３－６　モトビル広末町4F、5F,
M130010152,東京都台東区雷門１－１－７　2F,
M130010153,東京都台東区雷門１－１－７　3F,
M130010154,東京都台東区雷門１－１－７　4F,
M130002580,東京都台東区北上野１－１１－１２フェイス北上野103,03-6455-5102
M130001142,東京都台東区北上野２－１－１６ＭＹビル201,
M130001187,東京都台東区北上野２－１－１６ＭＹビル202,
M130001191,東京都台東区北上野２－１－１６ＭＹビル302,
M130001195,東京都台東区北上野２－１－１６ＭＹビル601,
M130001201,東京都台東区北上野２－１－１６ＭＹビル602,
M130004119,東京都台東区北上野２－１７－３　ウイングビル9F,
M130002883,東京都台東区北上野２－３０－７ファイン北上野ビル3F,
M130000473,東京都台東区清川２－１８－１１,
M130010146,東京都台東区清川２－３３－８,03-6661-7734
M130007318,東京都台東区清川２－３５－１２,03-5787-8138
M130010766,東京都台東区清川２－３９－６楽日ビル1F,
M130010771,東京都台東区清川２－３９－６楽日ビル2F,
M130002273,東京都台東区蔵前２－１－３２第二北條ビル402,
M130010534,東京都台東区蔵前２－５－４北条ビル603,03-6233-9770
M130002579,東京都台東区蔵前２－１５－７ＳＵＳ御蔵前201,
M130006875,東京都台東区蔵前４－３１－４ベルビューリヤン301,
M130006201,東京都台東区小島１－１－２　蒔田ビル101,
M130005405,東京都台東区小島１－１－２　蒔田ビル201,
M130005407,東京都台東区小島１－１－２　蒔田ビル202,
M130006203,東京都台東区小島１－１－２　蒔田ビル301,
M130006206,東京都台東区小島１－１－２　蒔田ビル401,
M130004472,東京都台東区小島１－３－９　小島テラス101,
M130004473,東京都台東区小島１－３－９　小島テラス201,
M130004632,東京都台東区小島１－８－１　岡崎ビル3F,
M130001643,東京都台東区小島１－１２－１,
M130001077,東京都台東区小島１ー１５ー１０　F1,
M130001079,東京都台東区小島１－１５－１０　2F,
M130002635,東京都台東区小島２－１８－１５新御徒町妙見屋ビル9F、10F,047-712-1220
M130004670,東京都台東区寿２－７－８宏基ビル201,
M130004704,東京都台東区寿２－７－８宏基ビル202,
M130004706,東京都台東区寿２－７－８宏基ビル301,
M130004709,東京都台東区寿２－７－８宏基ビル303,
M130004710,東京都台東区寿２－７－８宏基ビル401,
M130010616,東京都台東区寿２－９－１６ワールドマンション田原町207,
M130000479,東京都台東区寿２－９－１６ワールドマンション田原町208,
M130002068,東京都台東区寿２－９－１６ワールドマンション田原町402,
M130000476,東京都台東区寿２－９－１６ワールドマンション田原町408,
M130006911,東京都台東区駒形１－６－３ダイヤモンドスクエア駒形204,
M130006912,東京都台東区駒形１－６－３ダイヤモンドスクエア駒形606,
M130004187,東京都台東区駒形１－７－２　ラ・リビエール201,
M130004663,東京都台東区駒形１－７－２　ラ・リビエール301,
M130005424,東京都台東区駒形１－７－２　ラ・リビエール401,
M130004138,東京都台東区駒形１－７－１１　プロスペリタ浅草5F、6F,
M130009903,東京都台東区駒形１－９－８川尻ビル3F,
M130002261,東京都台東区下谷１－９－６小泉ビル2F,03-6806-7673
M130002268,東京都台東区下谷１－９－６小泉ビル5F,03-6806-7673
M130002267,東京都台東区下谷１－９－６小泉ビル10F,03-6806-7673
M130005295,東京都台東区下谷１－１２－１９　ユキオビル,
M130007884,東京都台東区下谷１－１３－２,
M130000344,東京都台東区下谷２－１７－３,
M130007845,東京都台東区下谷２－２２－３　1F,
M130000944,東京都台東区下谷２－２２－３　2F,
M130001858,東京都台東区下谷２－２３－８リベール上野406,03-6455-5102
M130004142,東京都台東区千束１－１０－１３　Ｋ’Ｓ　Ｂ・Ｌ・Ｄ　３－４Ｆ,
M130001087,東京都台東区千束２－４－３,
M130009728,東京都台東区千束２−４−８光月荘1F,
M130003476,東京都台東区千束３－３－３フェアリーハウス,03-6455-5102
M130003576,東京都台東区千束３－５－８,
M130011116,東京都台東区千束３－２４－１,
M130008784,東京都台東区千束４－５－４堤柳泉ビル304,
M130003825,東京都台東区千束４－１０－２,
M130009801,東京都台東区千束４－２０－１　20A,
M130009802,東京都台東区千束４－２０－１　20B,
M130009803,東京都台東区千束４－２０－１　20C,
M130009806,東京都台東区千束４－２０－１　20D,
M130007395,東京都台東区千束４－３９－５,
M130011540,東京都台東区台東１－１－１２コンセール秋葉原201,
M130008367,東京都台東区台東１－１０－５ＶＡＲＩＥ2F,
M130008368,東京都台東区台東１－１０－５ＶＡＲＩＥ3F,
M130008380,東京都台東区台東１－１０－５ＶＡＲＩＥ4F,
M130010344,東京都台東区台東１－１１－７渡辺ビル3F,
M130008177,東京都台東区台東２－７－４桜田ビル402,
M130007137,東京都台東区台東２－７－４桜田ビル601,
M130007440,東京都台東区台東２－７－１２マンリビル201,
M130007445,東京都台東区台東２－７－１２マンリビル202,
M130007453,東京都台東区台東２－７－１２マンリビル301,
M130007455,東京都台東区台東２－７－１２マンリビル302,
M130009529,東京都台東区台東２－３０－１１ＨＭビル2F,
M130008724,東京都台東区台東２－３０－１１ＨＭビル5F,
M130008461,東京都台東区台東３－６－２仲御徒町貸家Ｂ棟,
M130003208,東京都台東区台東３－２７－７アポロビル401,
M130002609,東京都台東区台東３－３３－６　101,
M130002613,東京都台東区台東３－３３－６　201,
M130007390,東京都台東区台東４－２２－９楊ビル2F,
M130007456,東京都台東区台東４―２２―９楊ビル3F,
M130008464,東京都台東区台東４－２８－１　2F,
M130004524,東京都台東区台東４－２９－５　第一さたけビル201A,
M130002607,東京都台東区台東４－２９－５第一さたけビル301A,
M130002608,東京都台東区台東４－２９－５第一さたけビル301B,
M130009963,東京都台東区鳥越１－２４－６,
M130010765,東京都台東区鳥越２－２－１５トーワビル4F、5F,
M130002265,東京都台東区西浅草２－１－７庄司ビル3F、4F,
M130011061,東京都台東区西浅草２－７－１芳美荘201,
M130011062,東京都台東区西浅草２－７－１芳美荘202,
M130001615,東京都台東区西浅草２－１２－８あらまさビル301,03-6806-7673
M130001616,東京都台東区西浅草２－１２－８あらまさビル302,
M130001624,東京都台東区西浅草２－１２－８あらまさビル4F,
M130001631,東京都台東区西浅草２－１２－８あらまさビル5F,
M130004871,東京都台東区西浅草２－１７－６,
M130002631,東京都台東区西浅草３－１－９松井ビル401,047-712-1220
M130002632,東京都台東区西浅草３－１－９松井ビル501,047-712-1220
M130011803,東京都台東区日本堤１－５－６,03-6240-6500
M130002960,東京都台東区日本堤１－３６－７ダイアモンドアネックス201,
M130006554,東京都台東区日本堤１－３６－７ダイヤモンドアネックス202,
M130004216,東京都台東区日本堤２－２５－２０　バンハウス101,03-5797-7900
M130004219,東京都台東区日本堤２－２５－２０　バンハウス102,03-5797-7900
M130004221,東京都台東区日本堤２－２５－２０　バンハウス103,03-5797-7900
M130004222,東京都台東区日本堤２－２５－２０　バンハウス201,03-5797-7900
M130004225,東京都台東区日本堤２－２５－２０　バンハウス202,03-5797-7900
M130004227,東京都台東区日本堤２－２５－２０　バンハウス203,03-5797-7900
M130004228,東京都台東区日本堤２－２５－２０　バンハウス301,03-5797-7900
M130004229,東京都台東区日本堤２－２５－２０　バンハウス302,03-5797-7900
M130002876,東京都台東区日本堤２－３７－８,
M130006714,東京都台東区根岸１－１０－１２寛永寺坂ハイム204,
M130001535,東京都台東区根岸１－１０－１２寛永寺坂ハイム301,
M130000913,東京都台東区根岸１－１０－１２寛永寺坂ハイム302,
M130006686,東京都台東区根岸１－１０－１２寛永寺坂ハイム402,
M130007320,東京都台東区根岸１－１０－１２寛永寺坂ハイム404,
M130002106,東京都台東区根岸１－１０－１２寛永寺坂ハイム501,
M130005633,東京都台東区根岸１－１０－１２寛永寺坂ハイム504,
M130010148,東京都台東区根岸１－１０－１２寛永寺坂ハイム602,
M130007847,東京都台東区根岸１ー１０－１２寛永寺坂ハイム603,
M130007662,東京都台東区根岸１－１０－１２寛永寺坂ハイム702,
M130006690,東京都台東区根岸１－１０－１２寛永寺坂ハイム803,
M130005961,東京都台東区根岸１－１０－１２寛永寺坂ハイム901,
M130008504,東京都台東区根岸１－１０－１２寛永寺坂ハイム902,
M130009454,東京都台東区根岸２－１０－１４メゾンドエルルージュ401,
M130009456,東京都台東区根岸２－１０－１４メゾンドエルルージュ402,
M130000164,東京都台東区根岸２－１３－１,
M130010028,東京都台東区根岸３－４－１３塩田コーポビル201,
M130010029,東京都台東区根岸３－４－１３塩田コーポビル202,
M130010030,東京都台東区根岸３－４－１３塩田コーポビル203,
M130010031,東京都台東区根岸３－４－１３塩田コーポビル205,
M130006637,東京都台東区根岸３－４－１３塩田コーポビル303,
M130006638,東京都台東区根岸３－４－１３塩田コーポビル306,
M130006639,東京都台東区根岸３－４－１３塩田コーポビル401,
M130006641,東京都台東区根岸３－４－１３塩田コーポビル405,
M130006643,東京都台東区根岸３－４－１３塩田コーポビル406,
M130006645,東京都台東区根岸３－４－１３塩田コーポビル501,
M130006648,東京都台東区根岸３－４－１３塩田コーポビル502,
M130006651,東京都台東区根岸３－４－１３塩田コーポビル503,
M130006652,東京都台東区根岸３－４－１３塩田コーポビル505,
M130008669,東京都台東区根岸３－６－３　エビハラビル3F,
M130000193,東京都台東区根岸３－６－３　エビハラビル4F,
M130004049,東京都台東区根岸３－６－３　エビハラビル6F,
M130004051,東京都台東区根岸３－６－３　エビハラビル7F,
M130004878,東京都台東区根岸３－２４－５エムモントワ301,
M130007906,東京都台東区根岸３－２４－５エムモントワ501,03-5797-7900
M130007466,東京都台東区根岸３－２５－８東協ビル301,
M130007467,東京都台東区根岸３－２５－８東協ビル302,
M130007468,東京都台東区根岸３－２５－８東協ビル401,
M130007469,東京都台東区根岸３－２５－８東協ビル501,
M130007470,東京都台東区根岸３－２５－８東協ビル502,
M130000247,東京都台東区根岸４－１４－１７,
M130004897,東京都台東区根岸４－１５－１４　山光ビル2F,
M130001203,東京都台東区橋場１－６－４エクシヴアルデール１６４　401,
M130011224,東京都台東区花川戸１－１２－２清水ビル303,
M130008525,東京都台東区花川戸１－１２－２清水ビル501,
M130011226,東京都台東区花川戸１－１２－２清水ビル503,
M130001552,東京都台東区花川戸１－１２－２清水ビル601,
M130011227,東京都台東区花川戸１－１２－２清水ビル701,
M130003212,東京都台東区花川戸２－２－６恵比寿ビル301,
M130002966,東京都台東区花川戸２－２－６恵比寿ビル802,
M130009976,東京都台東区花川戸２－１２－３川俣ビル201,
M130010864,東京都台東区東浅草１－９－６富田興業第３ビル2F,03-6876-3083
M130010867,東京都台東区東浅草１－９－６富田興業第３ビル3F,03-6876-3083
M130010870,東京都台東区東浅草１－９－６富田興業第３ビル4F,03-6876-3083
M130010873,東京都台東区東浅草１－９－６富田興業第３ビル5F,03-6876-3083
M130011048,東京都台東区東浅草１－１６－９,
M130000150,東京都台東区東浅草１－１７－８ザ　チェリークレスト202,
M130000147,東京都台東区東浅草１－１７－８ザ　チェリークレスト401,
M130006819,東京都台東区東浅草２－２３－４,
M130007665,東京都台東区東上野１－８－５スミノエ上野ビル302,
M130007667,東京都台東区東上野１－８－５スミノエ上野ビル402,
M130007142,東京都台東区東上野１－１３－１田中ビル601,
M130002622,東京都台東区東上野１－１４－１２牧野ビル107,
M130011537,東京都台東区東上野１－１４－１２牧野ビル2F,
M130003329,東京都台東区東上野１－２１－７ラシーヌ東上野301,
M130003339,東京都台東区東上野１－２１－７ラシーヌ東上野302,
M130003353,東京都台東区東上野１－２１－７ラシーヌ東上野401,
M130003357,東京都台東区東上野１－２１－７ラシーヌ東上野402,
M130003359,東京都台東区東上野１－２１－７ラシーヌ東上野501,
M130003361,東京都台東区東上野１－２１－７ラシーヌ東上野502,
M130003362,東京都台東区東上野１－２１－７ラシーヌ東上野601,
M130003378,東京都台東区東上野１－２１－７ラシーヌ東上野602,
M130003379,東京都台東区東上野１－２１－７ラシーヌ東上野701,
M130003380,東京都台東区東上野１－２１－７ラシーヌ東上野702,
M130003382,東京都台東区東上野１－２１－７ラシーヌ東上野801,
M130003385,東京都台東区東上野１－２１－７ラシーヌ東上野802,
M130003388,東京都台東区東上野１－２１－７ラシーヌ東上野901,
M130003389,東京都台東区東上野１－２１－７ラシーヌ東上野1001,
M130000915,東京都台東区東上野２－２－４中王上野ビル4F,
M130007172,東京都台東区東上野３－２６－８,
M130002952,東京都台東区東上野３－３１－６,
M130004873,東京都台東区東上野４－１４－９　アネックス３９ビル1F、2F,
M130007323,東京都台東区東上野５－７－８イースト上野５７８　201,
M130003205,東京都台東区松が谷２－９－９,
M130007441,東京都台東区松が谷２－２０－１０　1F,
M130007433,東京都台東区松が谷３－１６－８　3F,
M130002461,東京都台東区松が谷４−６−２山本ビル201,
M130003404,東京都台東区松が谷４−６−２山本ビル202,
M130002281,東京都台東区松が谷４−６−２山本ビル203,
M130002462,東京都台東区松が谷４−６−２山本ビル302,
M130002508,東京都台東区松が谷４−６−２山本ビル304,
M130002507,東京都台東区松が谷４−６−２山本ビル502,
M130002885,東京都台東区松が谷４−６−２山本ビル601,
M130003837,東京都台東区松が谷４−６−２山本ビル602,
M130001036,東京都台東区松が谷４−６−２山本ビル701,
M130010150,東京都台東区松が谷４－１６－９　２階、３階,
M130011425,東京都台東区松が谷４－１８－２松が谷ドミール101,03-5787-8138
M130002612,東京都台東区松が谷４－２７－１６サンライフ松が谷401,
M130007396,東京都台東区松が谷４−２８−７　パールハウス2F,
M130005698,東京都台東区松が谷４−２８−７　パールハウス3F,
M130005702,東京都台東区松が谷４−２８−７　パールハウス4F,
M130005703,東京都台東区松が谷４−２８−７　パールハウス5F,
M130007730,東京都台東区三筋１－７－３クレストビル5F,
M130007731,東京都台東区三筋１－７－３クレストビル6F,
M130006863,東京都台東区三筋１－１３－７野々垣ビル201,
M130006865,東京都台東区三筋１－１３－７野々垣ビル301,
M130006866,東京都台東区三筋１－１３－７野々垣ビル401,
M130006868,東京都台東区三筋１－１３－７野々垣ビル601,
M130010649,東京都台東区三筋１－１５－７コンモトミクニ402,
M130003343,東京都台東区三筋１－１５－７コンモトミクニ501,03-6455-5102
M130010659,東京都台東区三筋１－１５－７コンモトミクニ502,
M130003830,東京都台東区三筋１－１６－１０　１Ｆ,
M130004248,東京都台東区三筋２－１５－１０　領民ビル5F、6F,
M130007324,東京都台東区三ノ輪１－１８－１０ベルエアー三ノ輪102,
M130000021,東京都台東区三ノ輪１－２０－５ｐｉｎｋビルディング2F,
M130000019,東京都台東区三ノ輪１－２０－６,
M130008763,東京都台東区元浅草１－１４－１３プレシャス元浅草201,03-5410-9561
M130008767,東京都台東区元浅草１－１４－１３プレシャス元浅草301,03-5410-9561
M130008770,東京都台東区元浅草１－１４－１３プレシャス元浅草401,03-5410-9561
M130008774,東京都台東区元浅草１－１４－１３プレシャス元浅草501,03-5410-9561
M130008778,東京都台東区元浅草１－１４－１３プレシャス元浅草601,03-5410-9561
M130008780,東京都台東区元浅草１－１４－１３プレシャス元浅草701,03-5410-9561
M130008781,東京都台東区元浅草１－１４－１３プレシャス元浅草801,03-5410-9561
M130008783,東京都台東区元浅草１－１４－１３プレシャス元浅草901,03-5410-9561
M130010305,東京都台東区元浅草２－７－１０　Ｖ301,03-5457-7825
M130010308,東京都台東区元浅草２－７－１０　Ｖ401,03-5457-7825
M130010309,東京都台東区元浅草２－７－１０　Ｖ501,03-5457-7825
M130010311,東京都台東区元浅草２－７－１０　Ｖ601,03-5457-7825
M130010312,東京都台東区元浅草２－７－１０　Ｖ701,03-5457-7825
M130010314,東京都台東区元浅草２－７－１０　Ｖ801,03-5457-7825
M130010316,東京都台東区元浅草２－７－１０　Ｖ901,03-5457-7825
M130010317,東京都台東区元浅草２－７－１０　Ｖ1001,03-5457-7825
M130004647,東京都台東区元浅草２－１０－５　ピュアランドタムラ301,
M130004653,東京都台東区元浅草２－１０－５　ピュアランドタムラ302,
M130004244,東京都台東区元浅草４－４－１５　小野ビル301,
M130005294,東京都台東区元浅草４－４－１５　小野ビル302,
M130003139,東京都台東区元浅草４－４－１５　小野ビル402,
M130006478,東京都台東区元浅草４－４－１５　小野ビル501,03-6876-3083
M130002517,東京都台東区元浅草４－４－１５　小野ビル502,
M130007750,東京都台東区元浅草４－５－１１誠和ビル501,
M130007752,東京都台東区元浅草４－５－１１誠和ビル502,
M130000440,東京都台東区谷中１－４－４,
M130000047,東京都台東区谷中１－５－３４妙泉寺,
M130003279,東京都台東区谷中２－１８－７,
M130008463,東京都台東区谷中３－１５－４谷中ハウス101,
M130003473,東京都台東区柳橋１－１２－８　ＴＡＫビル4,
M130003086,東京都台東区柳橋２－８－４小泉ビル2F,
M130003311,東京都台東区竜泉２－１９－１４金竜コーポ401,
M130009185,東京都台東区竜泉２－１９－１４金竜コーポ902,
M130002633,東京都台東区竜泉３－５－５ＤＡＩＩＮ　ＶＩＬＬＡ1F,
M130002636,東京都台東区竜泉３－５－５ＤＡＩＩＮ　ＶＩＬＬＡ201,
M130002638,東京都台東区竜泉３－５－５ＤＡＩＩＮ　ＶＩＬＬＡ202,
M130000912,東京都台東区竜泉３－３２－２　1F、2F,
M130008970,東京都台東区竜泉３－３２－２　3F,
M130008973,東京都台東区竜泉３－３２－２　4F,
M130005425,東京都台東区竜泉３－３９－８,
